year,settlement,month_start,month_end,credit_item,loan_count,amount_rubles,loan_details
1916,Kotkozero,3,3,AnimalFeed,1,30,сено
1916,Kotkozero,4,4,Livestock,2,70,покупка лошадей
1916,Kotkozero,4,4,Seeds,2,45,
1916,Kotkozero,4,4,CraftMaterials,1,25,покупка кожи
1916,Kotkozero,4,4,LaborFuel,1,30,наем рабочих
1916,Kotkozero,2,2,FarmBuildings,1,20,ремонт сараев
1916,Kotkozero,2,2,Housing,1,15,ремон дома
1916,Kotkozero,2,2,CraftTools,1,50,покупка рыболовных сетей
1916,Kotkozero,2,2,Livestock,2,105,покупка лошадей
1916,Kotkozero,2,2,Seeds,8,270,семена яровых
1916,Kotkozero,2,2,AnimalFeed,9,205,покупка сена и овса
1916,Kuzaranda,2,2,FarmBuildings,4,213,все на постройку сарая
1916,Kuzaranda,2,2,Housing,6,300,все - на постройку домов
1916,Kuzaranda,2,2,Livestock,19,802,3 с. на 200 руб. - на покупку лошади; 16 с. на 602 р. - на покупку коров
1916,Kuzaranda,2,2,Seeds,1,25,
1916,Kuzaranda,2,2,CraftMaterials,7,90,все на покупку кожи
1916,Kuzaranda,2,2,GoodsForSale,1,200,на покупку рыбы
1916,Kuzaranda,2,2,AnimalFeed,31,459,все на покупку сена
1916,Kuzaranda,2,2,PersonalExpenses,46,622,4 с. на 26 руб. - на дрова; 42 с. по 596 руб. - выд. На хлеб
1916,Kuzaranda,8,8,FarmBuildings,1,20,на постройку сарая
1916,Kuzaranda,8,8,Seeds,4,76,на семяна
1916,Kuzaranda,8,8,LaborFuel,16,362,2 с. на 60 руб. - на пашню; 13 на 292 р. - на жнитву; 1 с. на 10 руб. - на сенокос
1916,Kuzaranda,8,8,Migration,2,16,
1916,Kuzaranda,8,8,PersonalExpenses,6,136,1 с. на 10 руб. - на обувь; 5 с. на 126 руб. - на хлеб
1916,Kuzaranda,10,10,FarmBuildings,4,190,2 с. на 105 руб. - на постройку хлева; 1 с. на 50 руб. - на постройку сарая; 1 с. на 35 руб. - на построцку кузницы
1916,Kuzaranda,10,10,Housing,1,5,постройка дома
1916,Kuzaranda,10,10,Livestock,2,120,1 с. на 100 руб. - на коров.; 1 с. на 20 руб. - покупка лошад.
1916,Kuzaranda,10,10,CraftMaterials,2,40,на покупку кожи
1916,Kuzaranda,10,10,GoodsForSale,1,1500,на покупку муки
1916,Kuzaranda,10,10,AnimalFeed,1,16,на покупку корма
1916,Kuzaranda,10,10,Migration,1,25,на дорогу
1916,Kuzaranda,10,10,DebtRepayment,1,10,на уплату долга
1916,Kuzaranda,10,10,PersonalExpenses,13,215,10 с. на 173 р. на обувь; 3 с. на 42 р. - на хлеб.
1916,Kuzaranda,12,12,AnimalFeed,9,242,6 с. - на 147 руб. - на сено; 3 с. на 95 руб. - на овес
1916,Kuzaranda,12,12,Migration,1,20,на дорогу в Кемь
1916,Kuzaranda,12,12,DebtRepayment,1,11,
1916,Kuzaranda,12,12,PersonalExpenses,4,75,1 с. на 15 р. - на свадьбу; 1 с. на 10 р. - на страхование дома; 1 с. на 40 руб. - на обувь; 1 с. на 10 руб. - на хлеб.
1916,Kuzaranda,7,7,FarmBuildings,1,25,на постройку сарая
1916,Kuzaranda,7,7,Housing,1,20,на постройку дома
1916,Kuzaranda,7,7,LandImprovement,1,10,на разработку полосы
1916,Kuzaranda,7,7,Seeds,13,303,все на семяна
1916,Kuzaranda,7,7,CraftMaterials,1,20,на кожу
1916,Kuzaranda,7,7,LaborFuel,25,615,14 с. на 330 руб. - на сенокос; 9 с. на 260 руб. - на жнитву; 2 с. на 25 руб. - на пашню
1916,Kuzaranda,7,7,PersonalExpenses,10,461,8 с. на 426 руб. - на муку; 1 с. на 5 руб. - на обувь; 1 с. на 30 руб. - на воспитание детей
1916,Kuzaranda,4,4,FarmBuildings,1,30,на постройку сарая
1916,Kuzaranda,4,4,LandImprovement,1,70,на разработку пожни
1916,Kuzaranda,4,4,Seeds,10,155,все на покупку семян
1916,Kuzaranda,4,4,CraftMaterials,1,15,на невод
1916,Kuzaranda,4,4,LaborFuel,4,60,все на пашню
1916,Kuzaranda,4,4,GoodsForSale,1,300, на кожу
1916,Kuzaranda,4,4,AnimalFeed,1,35,на сено
1916,Kuzaranda,4,4,DebtRepayment,2,35,в уплату долга
1916,Kuzaranda,4,4,PersonalExpenses,5,150,1 с. на 40 руб. - на воспитание детей; 4 с. на 100 руб. - на муку
1916,Kuzaranda,1,1,FarmBuildings,1,10,на ремонт ригачи
1916,Kuzaranda,1,1,Livestock,7,185,все на покупку коровы
1916,Kuzaranda,1,1,AnimalFeed,5,48,все на покупку сена
1916,Kuzaranda,1,1,PersonalExpenses,3,34,1 с. на 3 руб. - на дрова; 2 с. на 31 руб - на свадьбу
1916,Kuzaranda,6,6,Housing,1,20,на работу печи
1916,Kuzaranda,6,6,FarmTools,4,37,на покупку косы
1916,Kuzaranda,6,6,Livestock,1,50,на покупку лошади
1916,Kuzaranda,6,6,LaborFuel,15,352,4 с. на 45 руб. - на пашню; 1 с. на 100 руб. - на наем пильщиков; 10 с. на 207 руб. - на сенокосы
1916,Kuzaranda,6,6,DebtRepayment,1,14,все в уплату долга
1916,Kuzaranda,6,6,PersonalExpenses,6,130,все на хлеб
1916,Kuzaranda,5,5,FarmBuildings,4,175,2 с. на 50 руб. - на постройку сараев; 2 с. на 125 руб. - на постройку хлевов
1916,Kuzaranda,5,5,Housing,2,65,на постройку домов
1916,Kuzaranda,5,5,Livestock,1,35,на покупку лошади
1916,Kuzaranda,5,5,Seeds,14,265,все на покупку семян
1916,Kuzaranda,5,5,CraftMaterials,3,225,все на покупку кожи
1916,Kuzaranda,5,5,LaborFuel,2,40,1 с. на 10 руб. на пашню; 1 с. на 30 руб. на наем пильщиков
1916,Kuzaranda,5,5,Migration,2,10,на дорогу на заработки
1916,Kuzaranda,5,5,DebtRepayment,3,65,на уплату частных долгов
1916,Kuzaranda,5,5,PersonalExpenses,8,156,1 с. на 30 руб. - на лодку; 2 с. на 34 руб. - на обувь; 1 с. на 20 руб. - на отправку сына в солдаты; 4 с. на 42 руб. - на муку
1916,Kuzaranda,9,9,FarmBuildings,3,110,1 с. на 40 р. - постройка риги; 1 с. на 20 р. - постройка сарая; 1 с. на 50 р. - постройка хлева
1916,Kuzaranda,9,9,Housing,2,65,на постройку домов
1916,Kuzaranda,9,9,CraftMaterials,1,10,на покупку кожи
1916,Kuzaranda,9,9,LaborFuel,8,149,на уборку хлеба
1916,Kuzaranda,9,9,GoodsForSale,2,300,на покупку товара для продажи
1916,Kuzaranda,9,9,DebtRepayment,2,35,уплата частных долгов
1916,Kuzaranda,9,9,PersonalExpenses,10,180,8 с. по 150 р. - на обувь; 1 с. на 20 руб. - воспитание детей; 1 с. на 10 руб. - на хлеб
1916,Kuzaranda,11,11,Livestock,1,30,на покупку лошади
1916,Kuzaranda,11,11,AnimalFeed,5,77,все на покупку сена
1916,Kuzaranda,11,11,DebtRepayment,2,45,
1916,Kuzaranda,3,3,FarmBuildings,1,50,на постройку дома
1916,Kuzaranda,3,3,CraftTools,1,100,на покупку коровы
1916,Kuzaranda,3,3,Seeds,1,10,
1916,Kuzaranda,3,3,AnimalFeed,11,194,все на покупку сена
1916,Kuzaranda,3,3,Migration,1,5,на дорогу в солдаты
1916,Kuzaranda,3,3,PersonalExpenses,15,264,1 на 30 руб. - на воспитание детей; 1 с. на 10 руб. - на обувь; 13 с. на 224 р. - на хлеб.
1916,Ladvinskoye,7,9,LandImprovement,1,40,
1916,Ladvinskoye,7,9,CraftTools,1,50,
1916,Ladvinskoye,7,9,Livestock,6,385,
1916,Ladvinskoye,7,9,LaborFuel,3,50,
1916,Ladvinskoye,7,9,GoodsForSale,1,200,
1916,Ladvinskoye,7,9,Migration,1,50,
1916,Ladvinskoye,7,9,PersonalExpenses,3,55,
1916,Ladvinskoye,1,3,LandPurchase,1,80,
1916,Ladvinskoye,1,3,FarmBuildings,4,195,
1916,Ladvinskoye,1,3,Housing,6,275,
1916,Ladvinskoye,1,3,LandImprovement,2,400,
1916,Ladvinskoye,1,3,CraftTools,1,40,
1916,Ladvinskoye,1,3,Livestock,10,415,
1916,Ladvinskoye,1,3,CraftMaterials,2,120,
1916,Ladvinskoye,1,3,LaborFuel,8,330,
1916,Ladvinskoye,1,3,AnimalFeed,3,250,
1916,Ladvinskoye,1,3,Migration,1,35,
1916,Ladvinskoye,1,3,PersonalExpenses,27,682,из них 11 ссуд на 320 руб. - на закупку муки; 1 с. на 100 руб. - взнос платы за обучние детей
1916,Ladvinskoye,4,6,LandPurchase,1,100,
1916,Ladvinskoye,4,6,FarmBuildings,2,225,
1916,Ladvinskoye,4,6,Housing,7,185,
1916,Ladvinskoye,4,6,CraftTools,5,390,
1916,Ladvinskoye,4,6,Livestock,2,50,
1916,Ladvinskoye,4,6,Seeds,6,155,
1916,Ladvinskoye,4,6,CraftMaterials,1,100,
1916,Ladvinskoye,4,6,LaborFuel,3,35,
1916,Ladvinskoye,4,6,Migration,1,30,
1916,Ladvinskoye,4,6,PersonalExpenses,14,305,из них 6 ссуд на 165 руб. - на покупку муки 
1916,Megregskoye,4,6,FarmBuildings,8,360,на ремонт сараев и амбаров
1916,Megregskoye,4,6,Livestock,18,1380,на покупку лошадей и коров
1916,Megregskoye,4,6,Seeds,24,640,покупка овса для посева
1916,Megregskoye,4,6,CraftMaterials,21,1085,на покупку железа и кожи
1916,Megregskoye,4,6,LaborFuel,12,405,наем рабочих рук и дров
1916,Megregskoye,4,6,AnimalFeed,4,110,покупка сена для скота
1916,Megregskoye,4,6,DebtRepayment,1,100,уплата частного долга
1916,Megregskoye,1,3,FarmBuildings,4,300,на ремонт сараев
1916,Megregskoye,1,3,Housing,4,195,на ремонт домов
1916,Megregskoye,1,3,Livestock,32,2045,покупка коров и лошадей
1916,Megregskoye,1,3,Seeds,9,240, покупка овса для посева
1916,Megregskoye,1,3,CraftMaterials,16,860,"покупка железа, дерева и кожи"
1916,Megregskoye,1,3,LaborFuel,1,200,покупка горючего материала
1916,Megregskoye,1,3,AnimalFeed,34,1065,покупка корма для скота (овес и сено)
1916,Megregskoye,1,3,Migration,2,115,снаряжение в отхожие промыслы
1916,Megregskoye,1,3,DebtRepayment,1,25,уплата частных долгов
1916,Megregskoye,1,3,PersonalExpenses,1,50,на свадьбу
1916,Megregskoye,10,12,FarmBuildings,1,50,на ремонт сараев
1916,Megregskoye,10,12,Housing,3,95,на ремонт жилья
1916,Megregskoye,10,12,Livestock,20,2045,на покупку коров и лошадей
1916,Megregskoye,10,12,CraftMaterials,5,170,покупка железа и кожи
1916,Megregskoye,10,12,LaborFuel,2,230,наем рабочей силы
1916,Megregskoye,10,12,AnimalFeed,8,615,покупка сена и овса для скота
1916,Megregskoye,10,12,Migration,3,285,снаряжение в отхожие промыслы
1916,Megregskoye,10,12,DebtRepayment,1,100,упата частного долга
1916,Megregskoye,10,12,PersonalExpenses,1,50,на воспитание детей
1916,Megregskoye,7,9,FarmBuildings,5,320,на ремонт сараев
1916,Megregskoye,7,9,Housing,3,100,на ремонт жилья
1916,Megregskoye,7,9,Livestock,7,360,покупка коров и лошадей
1916,Megregskoye,7,9,Seeds,4,85,покупка семян для посева
1916,Megregskoye,7,9,CraftMaterials,4,220,покупка железа и дерева
1916,Megregskoye,7,9,LaborFuel,16,840,наем рабочей силы и горючего материала
1916,Megregskoye,7,9,AnimalFeed,2,80,покупка сена для скота
1916,Megregskoye,7,9,Migration,3,100,снаряжение в отхожие промыслы
1916,Megregskoye,7,9,DebtRepayment,1,10,уплата частного долга
1916,Myatusovskoye,2,2,Housing,9,345,2 с. - на ремонт; 4 с. - на постройки и 3 с. - на лес
1916,Myatusovskoye,2,2,Livestock,2,85,на покупку лошадей
1916,Myatusovskoye,2,2,GoodsForSale,2,95,
1916,Myatusovskoye,2,2,AnimalFeed,2,60,
1916,Myatusovskoye,2,2,PersonalExpenses,8,293,на свадьбу - 2. Остальные - на разные расходы
1916,Myatusovskoye,9,9,Housing,2,90,
1916,Myatusovskoye,9,9,Livestock,4,165,
1916,Myatusovskoye,9,9,GoodsForSale,2,250,
1916,Myatusovskoye,9,9,PersonalExpenses,1,60,
1916,Myatusovskoye,7,7,FarmBuildings,1,25,
1916,Myatusovskoye,7,7,Housing,1,40,
1916,Myatusovskoye,7,7,FarmTools,1,20,
1916,Myatusovskoye,7,7,Livestock,2,90,
1916,Myatusovskoye,7,7,LaborFuel,2,80,
1916,Myatusovskoye,7,7,GoodsForSale,1,50,
1916,Myatusovskoye,7,7,PersonalExpenses,1,25,
1916,Myatusovskoye,8,8,FarmBuildings,1,25,сарай
1916,Myatusovskoye,8,8,Livestock,1,150,лошадь
1916,Myatusovskoye,8,8,GoodsForSale,1,150,
1916,Myatusovskoye,8,8,PersonalExpenses,1,150,
1916,Myatusovskoye,1,12,FarmBuildings,4,155,
1916,Myatusovskoye,1,12,Housing,52,4135,
1916,Myatusovskoye,1,12,Livestock,7,730,
1916,Myatusovskoye,1,12,Seeds,6,360,
1916,Myatusovskoye,1,12,GoodsForSale,8,690,
1916,Myatusovskoye,1,12,AnimalFeed,22,1680,
1916,Myatusovskoye,1,12,PersonalExpenses,94,5960,
1916,Myatusovskoye,11,11,FarmBuildings,3,235,1 с. на постройку двора; 1 с. на конюшню и 1 с. на сарай
1916,Myatusovskoye,11,11,LandImprovement,13,860,2 с. на ремонт дома; 4 с. на постройку домов; 1 с. на отделку домов; 2 с. - на бревна; 1 с. на крышу; 1 с. на распиловку леса; 1 с. на воз леса и 1 с. на тес.
1916,Myatusovskoye,11,11,CraftTools,1,30,
1916,Myatusovskoye,11,11,Rent,4,400,на покупку лошадей
1916,Myatusovskoye,11,11,GoodsForSale,2,165,
1916,Myatusovskoye,11,11,AnimalFeed,9,463,
1916,Myatusovskoye,11,11,PersonalExpenses,13,805,
1916,Myatusovskoye,5,5,Housing,1,40,на кладку печи
1916,Myatusovskoye,5,5,Livestock,2,155,на покупку лошади
1916,Myatusovskoye,5,5,Seeds,4,130,3 с. на семяна; 1 с. на картофель
1916,Myatusovskoye,5,5,AnimalFeed,1,20,
1916,Myatusovskoye,5,5,PersonalExpenses,1,50,
1916,Myatusovskoye,5,5,CraftCollateral,1,85,корзины 
1916,Myatusovskoye,6,6,Housing,1,50,
1916,Myatusovskoye,6,6,Seeds,1,30,
1916,Myatusovskoye,6,6,GoodsForSale,2,240,
1916,Myatusovskoye,6,6,PersonalExpenses,2,50,
1916,Myatusovskoye,4,4,FarmTools,1,30,на телегу
1916,Myatusovskoye,4,4,Livestock,1,55,на лошадь
1916,Myatusovskoye,4,4,Seeds,2,50,
1916,Myatusovskoye,4,4,GoodsForSale,1,85,
1916,Myatusovskoye,4,4,AnimalFeed,2,30,
1916,Myatusovskoye,4,4,PersonalExpenses,2,90,
1916,Myatusovskoye,3,3,Housing,9,425,5 с. - на постройку; 2 с. - на ремонт; 1 с. на распиловку леса; 1 с. - на валку леса
1916,Myatusovskoye,3,3,Livestock,2,90,1с. На лошадь и 1 с. - на корову
1916,Myatusovskoye,3,3,GoodsForSale,3,340,
1916,Myatusovskoye,3,3,AnimalFeed,5,175,
1916,Myatusovskoye,3,3,PersonalExpenses,3,105,
1916,Myatusovskoye,12,12,FarmBuildings,1,40,
1916,Myatusovskoye,12,12,Housing,4,220,
1916,Myatusovskoye,12,12,Livestock,2,180,
1916,Myatusovskoye,12,12,AnimalFeed,9,415,
1916,Myatusovskoye,12,12,PersonalExpenses,9,360,
1916,Myatusovskoye,10,10,FarmBuildings,1,35,постройка овина
1916,Myatusovskoye,10,10,Housing,1,100,постройка сарая
1916,Myatusovskoye,10,10,LandImprovement,7,450,"1 с. - на ремонт дома, 1 с. - отделка внутри дома; 1 с. на бревна и 4 с. - на крышу"
1916,Myatusovskoye,10,10,Livestock,6,470,4 с. - на покупку лошадей и 2 с. - коров
1916,Myatusovskoye,10,10,AnimalFeed,6,370,
1916,Myatusovskoye,10,10,PersonalExpenses,5,230,
1916,Myatusovskoye,1,1,Housing,9,495,
1916,Myatusovskoye,1,1,Livestock,8,450,
1916,Myatusovskoye,1,1,GoodsForSale,2,250,
1916,Myatusovskoye,1,1,AnimalFeed,7,165,
1916,Myatusovskoye,1,1,PersonalExpenses,7,300,
1916,Nigizhemskoye,7,9,LandPurchase,4,200,на покупку земли в личную собственность
1916,Nigizhemskoye,7,9,FarmBuildings,13,700,5 с. на 180 руб. - постройка и оборудование мельниц; 6 с. на 420 руб. - постройка и ремонт сараев; 2 с. на 100 руб. - постройка и ремонт амбаров
1916,Nigizhemskoye,7,9,Housing,15,1050,10 с. на 1000 руб. - постройка жилых домов; 2 с. на 50 руб. - ремонт жилых помещений.
1916,Nigizhemskoye,7,9,LandImprovement,4,60,4 с. на 60 руб. - покупка удобрений
1916,Nigizhemskoye,7,9,FarmTools,10,500,8 с. на 400 руб. - покупка телег; 2 с. на 100 руб. - обурод.(?) сох
1916,Nigizhemskoye,7,9,CraftTools,6,140,5 с. на 50 руб. - починка швейных машин; 1 с. на покупку 90 руб.
1916,Nigizhemskoye,7,9,Livestock,12,1200,7 с. по 700 руб. - на покупку лошадей; 5 с. на 500 руб. - на покупку коров
1916,Nigizhemskoye,7,9,Rent,2,100,2 с. на 100 руб. - аренда мельниц
1916,Nigizhemskoye,7,9,Seeds,4,160,4 с. на 160 руб. покупка семян
1916,Nigizhemskoye,7,9,CraftMaterials,4,40,4 с. на 40 руб. на покупку шерсти
1916,Nigizhemskoye,7,9,LaborFuel,12,600,7 с. на 350 руб. - наем рабочих с лошадьми; 5 с. на 250 руб. - наем рабочих рук.  
1916,Nigizhemskoye,7,9,GoodsForSale,12,1000,6 с. на 600 руб. - на покупку дичи для продажи; 6 с. на 400 руб. - покупка льна для продажи
1916,Nigizhemskoye,7,9,AnimalFeed,4,80,на покупку сена
1916,Nigizhemskoye,7,9,DebtRepayment,4,60,4 с. на 60 руб. - снаряжение в солдаты 
1916,Nigizhemskoye,7,9,LoanRefinancing,2,150,2 с. на 150 руб. - уплата частных долгов
1916,Nigizhemskoye,7,9,PersonalExpenses,15,789,10 с. на 500 руб. на покупку муки; 2 с. на 39 руб. - на покупку дров; 3 с. на 250 руб. - на свадьбы
1916,Nigizhemskoye,10,12,LandPurchase,1,100,покупка земли
1916,Nigizhemskoye,10,12,FarmBuildings,12,600,покупка мельниц и кузниц
1916,Nigizhemskoye,10,12,LandImprovement,5,150,покупка удобрения
1916,Nigizhemskoye,10,12,FarmTools,6,180,покупка сох и плугов
1916,Nigizhemskoye,10,12,CraftTools,20,200,
1916,Nigizhemskoye,10,12,Livestock,66,2950,"покупка лошадей, коров и овец"
1916,Nigizhemskoye,10,12,Seeds,16,280,покупка овса и ржи
1916,Nigizhemskoye,10,12,CraftMaterials,18,360,покупка кожи
1916,Nigizhemskoye,10,12,LaborFuel,25,300,найм рабочих и покупка дров
1916,Nigizhemskoye,10,12,GoodsForSale,5,100,покупка льна
1916,Nigizhemskoye,10,12,AnimalFeed,15,150,покупка сена
1916,Nigizhemskoye,10,12,Migration,15,200,одежда и обувь
1916,Nigizhemskoye,10,12,DebtRepayment,3,40,
1916,Nigizhemskoye,10,12,PersonalExpenses,4,65,воспитание детей
1916,Nigizhemskoye,1,3,FarmBuildings,10,200,"1 с. на 30 руб. - на постройку кузницы, 5 с. на 100 руб. - постройку дворосвх построек и сараи; 1 с. на 10 р. - амбар; 3 с. на 60 руб. - постройку гумен"
1916,Nigizhemskoye,1,3,Housing,61,2440, 47 ссуд на 1880 руб. - на постройку домов; 14 ссуд  - на ремонты жилья - 560 руб.
1916,Nigizhemskoye,1,3,LandImprovement,4,20,на покупку удобрений
1916,Nigizhemskoye,1,3,FarmTools,18,180,10 с. на 100 руб. на покупку плугов; 8 с. на 80 руб. - на покупку бороны
1916,Nigizhemskoye,1,3,CraftTools,6,50,4 с. на 40 руб. - на покупку столярных инструментов; 2 с. на 20 руб. - сапожные инструменты
1916,Nigizhemskoye,1,3,Livestock,34,1600,20 с. на 1000 руб. - на покупку лошадей; 10 с. на 400 руб. - на покупку коров; 4 с. на 200 руб. - на покупку нетели
1916,Nigizhemskoye,1,3,Rent,3,15,аренда покоса
1916,Nigizhemskoye,1,3,Seeds,20,400,17 с. на 340 руб. - покупка овса; 3 с. на 60 руб. - на покупку ячменя
1916,Nigizhemskoye,1,3,CraftMaterials,17,110,7 с. на 35 руб. - на покупку железа; 5 с. на 50 руб. - на покупку кожи; 5 с. на 25 руб. - на покупку шерсти - 25 руб.
1916,Nigizhemskoye,1,3,LaborFuel,14,114,8 с. на 80 руб. - наём рабочих; 6 с. на 34 руб. - покупка дров
1916,Nigizhemskoye,1,3,GoodsForSale,5,125,5 с. на 125 руб. - покупка льна
